id,date,text
1317834297798176769,2020-10-18 14:25:55+00:00,"Wieso plötzlich ""Asylkrise""???
Es war doch immer alles ""tipi topi""!🤔🤔 https://t.co/nTafiVLSUr"
1255924225698861057,2020-04-30 18:17:24+00:00,"""Rather than fueling inequality by competing aggressively with each other, European countries should move toward joint taxation and democratic governance.""

Thomas Piketty: Willing #EU countries should spearhead fiscal union https://www.politico.eu/article/thomas-piketty-willing-eu-countries-should-spearhead-fiscal-union/

#FiscalUnion #Coronabonds #Tax"
1303603029900431362,2020-09-09 07:55:56+00:00,"Wenn alles die heute #WirHabenPlatz tweeten, einen Flüchtling bei sich aufnehmen und alle Kosten, die enstehen, tragen, dann ist das alles kein Problem. Und die guten Menschen stehen doch bestimmt, zu dem, was sie tweeten und wollen nicht andere dafür zahlen lassen?"
1303769903091118081,2020-09-09 18:59:02+00:00,"„Eil-Appell #WirHabenPlatz: Menschen aus #Moria - evakuieren, aufnehmen, Leben retten! @BMI_Bund” - Jetzt unterschreiben! https://t.co/SlDuYcGzSh via @ChangeGER"
1202252128745639938,2019-12-04 15:43:38+00:00,Die Wahrheit tut manchmal weh. Die sicheren Häfen in #Afrika sicherlich nicht. Besser als noch mehr Migranten heimlich in D einzufliegen. #EUSolidarität #Alankurdi #oocpanther
1243935793586081793,2020-03-28 16:19:39+00:00,@SEENOTRETTUNG @Chel_plier @derspiegel Wann wird dieser Schandfleck der #EU aufgelöst und die Geflüchteten endlich aufgenommen?#LeaveNoOneBehind
1308771272369811456,2020-09-23 14:12:41+00:00,"@LoveGuerillero Deswegen sage ich, Heckler und Koch müssen die Flüchtlinge aufnehmen.

@HK_Deutschland"
1190782244350242816,2019-11-03 00:06:25+00:00,"ITALY - #Italy, the new #EuroCrisis? -- #VisualPolitikEN... 🇮🇹
#EuroZone 
https://www.youtube.com/watch?v=RfSGmmDI3Fs"
1234903050411823104,2020-03-03 18:06:45+00:00,"Greek troops &amp; riot police are on high alert along the land border between #Greece &amp; #Turkey, the main flashpoint in an escalating row between the European Union &amp; Ankara over how to deal with a new wave of #refugees &amp; #migrants https://www.aljazeera.com/news/2020/03/greece-high-alert-turkey-border-200303104752845.html #RefugeeCrisis #HumanRights"
1250012009959219208,2020-04-14 10:44:21+00:00,"Hey #münchen, du bist doch #sichererhafen und hast die Aufnahmebereitschaft von Flüchtlingen erklärt, jetzt wo die Lager auf den griechischen Inseln schlimmer überfüllt sind als je zuvor. Wie wäre es mal mit konkreten Zusagen? #LeaveNoOneBehind (1/3)"
1327009517712773120,2020-11-12 22:04:58+00:00,"My mother just forwarded a chain text from my uncle. The text is ridden with falsehoods (ex. mail-in is “unconstitutional”). Original writer claims that “I have researched all of this and it is Fact!”

Disgusted with the disinformation targeting immigrant and refugee families. https://t.co/TmMyq5CfEL"
1248912842230624256,2020-04-11 09:56:39+00:00,"Deshalb fordern wir die Bundes- und Landesregierung zur sofortigen Aufnahme von Geflüchteten auf! #wirhabenplatz
Mehr dazu kannst du in den Pressemitteilungen der Grüne Jugend Bayern und Seebrücke nachlesen.
#leavenoonebehind
#refugeeswelcome
#keinmenschistillegal #moria
5/5"
1243806527066120193,2020-03-28 07:45:59+00:00,"Hi @DeptJusticeIRL, it's 7.40am on Saturday the 28th of March and we are still waiting on your updated plan of action re: the health of all #asylumseekers and #refugees under state care in #directprovision during #COVID19ireland #COVID19"
1265213624454459392,2020-05-26 09:30:09+00:00,"#EUsolidarity with #covid19: watch tonight 21:50 CET on @Euronews the new episode of #SmartRegions
EU #cohesionpolicy project ""The Good Support Program""🇵🇱 is revealing to be extremely useful at time of social distancing.
#cohesionpolicy
@RegioPoland https://eu.smh.re/J_e"
1183467133545656320,2019-10-13 19:38:47+00:00,"@EPisstaker I am curious to how she will stop #free #movement on the island of #ireland without hard #borders etc
Her #refugee #parents must be so #proud!!!"
1216674302298394626,2020-01-13 10:52:13+00:00,"@THommerich @verusoss1 Ohne Frage Respekt für die Franzosen für ihre Standhaftigkeit.
Vergessen wir aber nicht daß wir Nordwesteuropäer die Rechnung bezahlen. #Rentenreform #Transferunion"
1168375298980605952,2019-09-02 04:09:13+00:00,@Martyr003 Europe have to reap the consequences. They always stood with Judo-Christian Zionists in destroying the Muslim countries. Now refugees from that countries have legal and justified right to go and settle in Europe. #RefugeesWelcome
1254866172366819328,2020-04-27 20:13:04+00:00,Im neutral with this corona virus epidemic. State USA Senators should have the right to implement their own laws. The seperation of powers is granted to ensure we are not in a dictatorship. #opentheborders
1171042973582266375,2019-09-09 12:49:36+00:00,Our Podcast talking to Aimee from the Ivory Coast. A person with refugee status. https://lttr.ai/HkNB #SCOTLAND #Asylumseeker #Refugees
1304804927148040198,2020-09-12 15:31:51+00:00,"Ja da ist was dran 👍

#wirhabenplatz #wirschaffendas #Fluechtlinge #Fluechtlingslager #moria #moriaevakuieren https://t.co/1Vp8RCYHHg"
1181595713114923010,2019-10-08 15:42:25+00:00,@LadBonnie @ivowtothee #Remigration along with all his family &amp; associates.
1262994543844229121,2020-05-20 06:32:19+00:00,'It's up to us': how Merkel and Macron revived EU solidarity https://reut.rs/3cNnGlt by @ReutersChalmers + @gbaczynska #Germany #France #EU #recovery #fiscalunion
1273350721363161088,2020-06-17 20:24:04+00:00,20th June 2020 had been marked as a day of #Refugees is dedicated to raising Awareness of the situation of refugees throughout the world. OSSI will be organising an online discussion on “Conflict and Trauma Healing” kindly register here: https://t.co/eae7rb8mbK #SSOT @Refugees https://t.co/Oapwxym3jI
1266065838249062400,2020-05-28 17:56:32+00:00,"Wer hat von Deutschlands Sparpolitik der so genannten schwarzen Null der letzten Jahre profitiert?

Deutschland ????
Italien: JAAAAA
Spanien: JAAA
Frankreich: JAA
EU-Kommission: JA

#Eurobonds #Euro #Europa"
1199551073112989701,2019-11-27 04:50:37+00:00,"Einen Scheissdreck habt ihr geschafft:

#Asylkrise? „Wir haben das zunächst einmal geschafft“ https://www.welt.de/politik/deutschland/article203847362/BAMF-Chef-Sommer-Asylkrise-Wir-haben-das-zunaechst-einmal-geschafft.html"
1306731388595470336,2020-09-17 23:06:55+00:00,"#MoriaStory #LeaveNoOneBehind 
#SchandederEU 
@UN @UNHumanRights @amnesty 
@EU_Commission  @Europarl_DE https://t.co/aSSJ82N6z1"
1248256950363738114,2020-04-09 14:30:23+00:00,"#EU #Euro #Eurozone #Corona #Covid #CoronaBonds #Eurobonds #FreeBeer #ForAll #DebtUnion #TransferUnion #Solidarity #Hypocrisy @OlafScholz @WBHoekstra 

Complementary infos: https://t1p.de/24my and  https://t1p.de/4kp9 (English) and https://t1p.de/3ism (German)"
1305133599071629313,2020-09-13 13:17:52+00:00,"Spoiler: Die, die jetzt keine Flüchtlinge aus Lesbos aufnehmen wollen, weil sie am Brand selbst Schuld sein, würden auch sonst keine Flüchtlinge aufnehmen."
1322924233194901504,2020-11-01 15:31:30+00:00,"Ihr Schlepper könnt die gern bei euch zu Hause aufnehmen.Aber dann geht das ja an euer eigenes Geld.Das wollt ihr ja komischerweise nicht.Mal sehen wie viele von euch noch fest genommen werden.Wie viele Leute haben keine Wohnung in 🇩🇪?
https://t.co/YBGcHdlLFY

 #LeaveNoOneBehind"
1303008786601435136,2020-09-07 16:34:38+00:00,#SWPPlus Flüchtlingskrise: Politikwissenschaftler Jürgen Falter im Interview https://t.co/FOGgjIobUh
1216337392292061185,2020-01-12 12:33:27+00:00,"Open the Borders, bring down the Walls!... is not a senseless demand. In fact a very sensible one. The alternative is border barbarism.
#OpenTheBorders #RefugeesWelcome 

https://www.bbc.co.uk/news/world-europe-51081865?SThisFB"
1240171638588690432,2020-03-18 07:02:14+00:00,Petition · #LeaveNoOneBehind: Jetzt die Corona-Katastrophe verhindern - auch an den Außengrenzen! · https://t.co/368vEcrIAE  https://t.co/HBOvnKaq6C
1170768541659926528,2019-09-08 18:39:06+00:00,Schweden...125 Schießereien 25Tote und 120 Sprengstoffanschläge seit Jahresbeginn...Da sage ich Bingo Schweden ist bunt #Wirschaffendas https://www.heise.de/tp/features/Schweden-Steilvorlage-fuer-die-Rechten-4512879.html
1260238222661169152,2020-05-12 15:59:41+00:00,"“There must be a strong element of true fiscal #solidarity by common #resources for those countries most strongly affected”
#COVIDー19 #EU #FiscalCapacity #FiscalUnion #EuropeanFiscalUnion
by @Der_BDI @medef @Confindustria via @FT 
https://on.ft.com/2zyP2Ne"
1247800140242382849,2020-04-08 08:15:11+00:00,"Aber natürlich sind die Rechten in diesen Zeiten das Hauptproblem...
#Oberhausen #refugeesNOTwelcome #remigration #COVID19 #coronadeutschland 

https://t.co/YjsjnTqnW8"
1326804514398212096,2020-11-12 08:30:21+00:00,"According to @WorldBank, Sub-Saharan Africa holds 63% of the global poor population, millions are living in extreme #poverty. With our world class #GIS solutions, Alcis can locate the most vulnerable people, ensuring we #LeaveNoOneBehind. 
Find out: https://t.co/YtsLjg8O63 https://t.co/4LmmDOotV5"
1224718008968523776,2020-02-04 15:35:02+00:00,50% of refugees who arrived in Germany after 2013 have jobs. Thanks to dedicated language an integration programmes this is a marked progress compared to previous generations. Yes!!! 😀#RefugeesWelcome https://twitter.com/derspiegel/status/1224681847893954560
1240235269896486913,2020-03-18 11:15:05+00:00,"Tecle, 29 and an International Rescue Committee staff member, became the first refugee from Africa to run for city council in Boise. 
  
#WelcomeRefugees #StandwithRefugees #buildcommunity #AllAreWelcome #OpenHeartsFreshStarts

https://www.rescue.org/article/refugee-helps-his-american-friend-realize-value-his-voice"
1312786152039079938,2020-10-04 16:06:23+00:00,Schweden will keine Flüchtlinge mehr aufnehmen I Soziale Spannungen durc... https://t.co/0wfX2xlR5a via @YouTube
1303699276539846658,2020-09-09 14:18:23+00:00,"Immer wieder hört man sie reden:""Wir dürfen Griechenland mit den Flüchtlingen nicht alleine lassen.""

Wann reden sie endlich davon, die Geflüchteten nicht alleine zu lassen?

#mitBetroffenenreden #Moira #MORIABRENNT #SeehoferRuecktritt #WirHabenPlatz #MoriaCamp"
1317551342714585088,2020-10-17 19:41:33+00:00,"@DonnamarieCana2 @guardian #refugeeswelcome right?

https://t.co/QXaC8eJJNI"
1327021494778679298,2020-11-12 22:52:33+00:00,@StateHouseKenya @lindahoguttu @StateHouseKenya yesterday I received the highest presidential award from the president of the federal republic of #Germany for my contributions to integrating refugees and immigrants in #BundesrepublikDeutschland and also for my charity work in #kenya with #HomeCareInternational
1208490877041225728,2019-12-21 20:54:12+00:00,"#JustLikeYou lyric video includes newspaper clips about subjects like #refugeeCrisis #BlackLivesMatter #PoliceBrutality #brexit #MeToo #MentalHealth #GenderIdentity and #LGBT 
Thank you for finding ways to speak out even when your contracts and NDAs don't allow it Louis."
1205762743267184641,2019-12-14 08:13:34+00:00,#Brexit : Kommt jetzt ne neue #Flüchtlingswelle? Und was sagt die #AfD dazu https://twitter.com/allwaysNoDev/status/1205761282395320321
1173000877982060544,2019-09-14 22:29:37+00:00,Today we welcomed Carol from #WelcomeRucksack to speak to us about the #AsylumSeekers we are helping with our fundraising. We made welcome cards for the backpacks. We presented Carol with a table full of donations. @NorwichSOS @guidingnorfolk
1322188682921607170,2020-10-30 14:48:41+00:00,@LivingScribe Have 18 year-old Muslim refugees simply tried not beheading innocent people?
1207006596246786049,2019-12-17 18:36:12+00:00,"Migrant arrivals in Europe from Turkey nearly double. According to a confidential EU report, 70,000 migrants have crossed from Turkey to the EU this year. The numbers raise questions about whether an #EUTurkeyDeal is unravelling https://www.dw.com/en/migrant-arrivals-in-europe-from-turkey-nearly-double-in-2019/a-51702064 #RefugeeCrisis #HumanRights"
1327289754686283778,2020-11-13 16:38:32+00:00,"A little something for the Twitter and Facebook refugees that are on their way to Parler, Mewe and back to Myspace https://t.co/OhcmrPfvVL"
1295276962383110144,2020-08-17 08:31:07+00:00,"""The #Greek #government has secretly expelled more than 1,000 #refugees and then #abandoning them in inflatable life rafts."" https://t.co/tw7enutOCH #Immigrants #nytimes #Asylum"
1180523040242896896,2019-10-05 16:40:00+00:00,"Panne bei Regierungsflieger: Seehofer sitzt drei Stunden fest


 #Abend #Airbus #bild #CSU #Fest #Flüchtlingskrise #HorstSeehofer #Köln #Kurz #laut #Luftwaffe #Migration #München #Panne #Passagiere #Rückflug #Rückreise #Seehofer #Sicherheit #Uhr #Zeitung https://presse-augsburg.de/panne-bei-regierungsflieger-seehofer-sitzt-drei-stunden-fest/496966/"
1291027399182876672,2020-08-05 15:04:52+00:00,Can you help? Hosts needed to prevent #AsylumSeekers returning to the streets. Read more 👇 https://t.co/BdKIDT1uXn
1272659013637996544,2020-06-15 22:35:28+00:00,"Bin positiv überrascht ! @EKD @landesbischof 
Auch als Kirche darf man eine gesellschaftliche Haltung einnehmen und sich gegen das Sterbenlassen einsetzen. Jesus hätte sicherlich nichts dagegen gehabt. #SeaWatch #EKD #Seenotrettung https://t.co/a0X3iM1apZ"
1225347806128418816,2020-02-06 09:17:37+00:00,"Aufruf der #Seebrücke in #Dortmund zum #Aktionstag #WirHabenPlatz am 08.02.: Die Aktivist*innen fordern die Aufnahme von geflüchteten Kindern und Jugendlichen aus #Griechenland #refugeeswelcome #SichererHafen


https://www.nordstadtblogger.de/dortmund-als-sicherer-hafen-fuer-gefluechtete-kinder-und-jugendliche-in-griechenland-soll-thema-im-rat-werden/#comment-19319"
1292875942424129538,2020-08-10 17:30:19+00:00,@chriswalton80 @liamyoung The question is: why not the UK?Why shouldn’t they come here? Why shouldn’t they have a right to choose where they seek asylum? #RefugeesWelcome
1243112379933757440,2020-03-26 09:47:41+00:00,"„Wir haben in dieser Situation zwar allen Grund, europäischen Zusammenhalt zu üben. Für einen weiteren europäischen Zentralisierungsprozess, der mit #Eurobonds begonnen wird, spricht jedoch nichts.“
Sehr lesenswertes v @schnellenbachj - u.a. zu #Eurobonds 
http://wirtschaftlichefreiheit.de/wordpress/?p=27003"
1305057643027984384,2020-09-13 08:16:03+00:00,@SEENOTRETTUNG You need to provide proof.
1196630209497378826,2019-11-19 03:24:08+00:00,"Yet another atrocious safe third country agreement, this time signed w/ Guatemala. Basically, it means almost any #AsylumSeeker who enters the US w/out a visa can be sent by the US govt to Guatemala in order to first seek protection there. It’s an absurd &amp; inhumane agreement: 1/ https://twitter.com/Haleaziz/status/1196540739892596736"
1258308633449893888,2020-05-07 08:12:11+00:00,"@nicolabeerfdp @fdp @fdpbt @Otto_Fricke @florian_toncar Fr Beer,  die Völker der #EU sind nicht bereit für eine #Fiskalunion.  Ein derartiges Vorhaben oder Vorgehen würde zumindest #Euroland sprengen,  wenn nicht die ganze #EU.  Finger weg davon - so für  3 Generationen."
1307586197791944705,2020-09-20 07:43:37+00:00,"Great you talking about Folkestone, Thanks you, don't forget to visit our https://t.co/V3zeJX78lD website  RT @ADShimmin: RT @BridgeeCee: Message on the beach at #folkestone this morning #refugeeswelcome #refugeesalwayswelcome https://t.co/o0keKs0VZL"
1242945701782474757,2020-03-25 22:45:22+00:00,What happens when social distancing isn't possible? Our Head of Humanitarian Programs @maximem talks about the impact of the global pandemic on #refugees and displaced people around the world. #COVID19 https://t.co/VTNrIt3WYR
1237245746128343040,2020-03-10 05:15:47+00:00,"Komisch, dass so viele ""#Flüchtlinge"" nach 🇩🇪 wollen, obwohl man aufgrund der Berichterstattung in den ÖR meinen könnte, dass das 4. Reich kurz bevor steht. 🤔
Man kann nur auf die Nachbarn hoffen... Sonst kommen sie halt mit dem ✈️ #Drehhofer 

#IStandWithGreece #Einheitspartei"
1242541265901834242,2020-03-24 19:58:17+00:00,#LeaveNoOneBehind: Prevent the Corona catastrophe now - also at the external borders! - Sign the Petition! https://t.co/ZRf53GRvab via @UKChange
1256197177476603906,2020-05-01 12:22:00+00:00,Nichts zuzufügen ... danke @sascha_p ... #FlattenTheCurve #WirSchaffenDas #WirSindHilfe #LetsPutSmartToWork #Think2020 #LetsPutSmartToLearn https://twitter.com/sascha_p/status/1256154905162575873
1169133381411643394,2019-09-04 06:21:34+00:00,Seenotrettung überall #rettungsboot #hamburg #welovehh #welovehamburg #safepassage #övelgönne #elbstrandhamburg #finkenwerder #finkenwerderundzurück #diestadtbleibtbunt #refugeeswelcome #seewatch #igramershamburg… https://www.instagram.com/p/B1-qKl1gRoy/?igshid=1ggnmbcymmuq8
1310958773935247360,2020-09-29 15:05:02+00:00,Hi @EUHomeAffairs @Interieur_Gouv @BMI_Bund @ministerieJenV @ukhomeoffice camps on the Greek islands are a humanitarian catastrophe. Please act to urgently relocate refugees! #RefugeesWelcome #LeaveNoOneBehind https://t.co/CdJwckY27h
1322066499058700288,2020-10-30 06:43:10+00:00,"Der radikale Islamist, der in #Nizza in der Kirche drei Menschen ermordet hat, ist ein #Flüchtling, der über #Lampedusa eingereist ist.

Was sagt #Carola Rakete dazu?

Und die anderen #Schlepper?

Seid ihr stolz auf euch?"
1247423447107584000,2020-04-07 07:18:20+00:00,"RT @koppest: SHG-Kliniken Voelklingen hospital 🇩🇪, in the cross-border area of the Greater region close to 🇧🇪, 🇫🇷 and 🇱🇺 is admitting #covid19 patients from 🇫🇷 who need critical support.
#EUSolidarity #coronavirus #cohesionpolicy #interreg https://t.co/kQntRUXse5"
1202030826726285317,2019-12-04 01:04:16+00:00,"Why is this not an #invasion? 
Even the heavily guarded borders of Hungary are not 100% safe for #IllegalAliens - #immigrants ... 
#remigration #endOfEurope https://twitter.com/FDW_VB/status/1201767103667286016"
1196013864997048320,2019-11-17 10:35:00+00:00,#Seehofer will #Asylverfahren der #EU reformieren » Staseve Aktuell - ... http://staseve.eu/?p=123682 via @Fruehwald
1303608350287048709,2020-09-09 08:17:05+00:00,"Keine Zeit mehr für Ausreden! Rettet die Menschen aus #Moria. Hörst #Seehofer muss endlich seine Blockade aufgeben und es allen Städten, die aufnahmebereit sind, ermöglichen, zu helfen. 
#LeaveNoOneBehind #wirschaffendas https://t.co/QcoJdP3kWx"
1300806147583225858,2020-09-01 14:42:08+00:00,"Wien hat Platz! Gestern hat sich die Stadt #Wien für die Aufnahme von 100 minderjährigen Geflüchteten aus den griechischen Lagern ausgesprochen. Sorgen wir dafür, dass andere Gemeinden dem Beispiel folgen: 
#WirhabenPlatz #RefugeesWelcome"
1315717761109286912,2020-10-12 18:15:33+00:00,Und in der Mehrzahl sind es nicht mal Flüchtlinge. https://t.co/bgtWMPsoPw
1196791998520406016,2019-11-19 14:07:02+00:00,"@silviamartin #SomaliMuslim Immigrants Stealing MILLIONS in Welfare from #Minnesota #RefugeesNOTwelcome
#DeportThemALL
https://canadafreepress.com/article/somali-muslim-immigrants-stealing-millions-in-welfare-from-minnesota"
1301078095785611266,2020-09-02 08:42:45+00:00,"This is an excellent, nuanced overview of where Germany stands on refugee integration 5 years after #WirSchaffenDas: lots of progress on jobs, housing, education and clear policy lessons on how to facilitate successful integration - thread👇🏼 https://t.co/SEFlcH8Xc5"
1237328630113501185,2020-03-10 10:45:08+00:00,"#Flüchtlingskrise - so kann man einen Akt der Aggression gegen einen souveränen Staat natürlich auch nennen.


#Griechenland #Laschet #Syrien https://twitter.com/ArminLaschet/status/1237324525806723072"
1214860755792736258,2020-01-08 10:45:49+00:00,"Folge der #Eurokrise seit 2010: #Armut, Hunger #Obdachlosigkeit in nie gekanntem Ausmaß sowie Explosion der #sozialenUngleichheit... Aktienkurse, Immobilien + Anleihen sorgen dafür, daß eine kleine Gruppe von Menschen immer wohlhabender wird. https://youtube.com/watch?v=pGKCx9eJ0ZQ"
1248189763179483137,2020-04-09 10:03:24+00:00,"Unser Abschlussstatement zur gestrigen Mahnwache zu #LeaveNoOneBehind:

https://t.co/b6Cdiyuzwi"
1185199427604099072,2019-10-18 14:22:18+00:00,"Wenn wir uns nach dem Austritt der Briten wegen fehlender Sperrminorität in der EU gar nicht mehr gegen eine #Schuldenunion wehren können, und damit den gleichen Fehler machen wie damals die #USA, klingt die Freude über eine #BrexitDeal fast wie Hohn."
1284858246725947393,2020-07-19 14:30:52+00:00,Sounds like the type of tack Amazon takes by calling it’s employees ‘associates’. Change the title to make people feel better about their situation. #bull #refugees #HumanRights https://t.co/6xQ1hdB9od
1311011695695929346,2020-09-29 18:35:20+00:00,"Klausurfrage: 
Asylbewerber gibt beim Bundesamt Migratiin/Flüchtlinge ohne mitgeführte ""Papiere"" falsche Personalien an, bei einem Restaurant-Besuch aber seine richtigen. Welcher Straftaten/Ordnungswidrigkeiten ist er verdächtig?"
1197158116971950080,2019-11-20 14:21:51+00:00,".@Refugees reminding UN Member States at the 30th Anniversary of the Convention on the Rights of the Child that the #CRC applies to ALL #children EVERYWHERE irrespective of if they are #Refugees #AsylumSeekers, #InternallyDisplaced or a certain ethnicity, nationality or faith"
1200814759362383872,2019-11-30 16:32:03+00:00,#Migranten #Platzverweis #lächerlich #refugeesNOTwelcome #Männer werden aus #Club geworfen und rücken mit #Waffen an via @welt https://www.welt.de/regionales/baden-wuerttemberg/article203943702/Maenner-werden-aus-Club-geworfen-und-ruecken-mit-Waffen-an.html
1178263148677210112,2019-09-29 11:00:00+00:00,Did you know? The #EU has contracted 63 humanitarian projects with 21 organisations to support refugees in #Turkey. The EU is continuing to work in close cooperation with Turkey for refugees. @eu_echo wishes you a great weekend! #EUsolidarity
1242495642401996802,2020-03-24 16:57:00+00:00,"Wars don't stop because of #COVID19.

Neither will we.

#LeaveNoOneBehind"
1246818668698308611,2020-04-05 15:15:10+00:00,"Auch vor dem Rathaus Kreuzberg waren Fußspuren zu entdecken.
Löst alle Lager auf und evakuiert die Lager in Griechenland! Denn #wirhabenplatz!
#leavenoonebehind #b0504 #refugeeswelcome"
1283315568519647232,2020-07-15 08:20:49+00:00,"Wenn ich mir das Mädchen so ansehe, dann schäme ich mich ein Mensch und Vater zu sein. #Flüchtling #Deutschland #EU https://t.co/HsAgQEzjoS"
1227538192137703424,2020-02-12 10:21:26+00:00,Really lovely story about a boy from Syria who is now the star of the local rugby team despite never having played rugby before he moved to Wales https://www.walesonline.co.uk/news/wales-news/young-syrian-refugee-who-star-17712523 #RefugeesWelcome
1263901766359359488,2020-05-22 18:37:17+00:00,"#healthinequalities in England are worsening during #COVID19. 


In our @DOTW_UK Rapid Needs Assessment, read how #asylumseekers #sexworkers #peh #irregularmigrants #gypsyromatraveller &amp; others are being further excluded during the pandemic and what must urgently be done about it. https://twitter.com/DOTW_UK/status/1263811556959309825"
1234962116475531267,2020-03-03 22:01:27+00:00,"Finde es toll, dass heute so viele Menschen bei den #WirHabenPlatz-Demos auf die Straße gegangen sind
Fände es noch besser, wenn auch Menschen für #WirWollenNichtDassRusslandNochMehrMenschenInDieFluchtBombt demonstrieren würden.
Denn dann könnten wir uns die anderen Demos sparen."
1184955586888290304,2019-10-17 22:13:21+00:00,"@LSenbet: What kind of precautionary measures #Ethiopia need to take on #eurobonds even if the issue differ from country to country ? 
CC @mihretum @EyobTolina @GirumTweets @DonaldKaberuka @LopesInsights @BelachewM @MelakuD @DGNegatu https://twitter.com/FTMidEastAfrica/status/1184665974072578048"
1291052360236638209,2020-08-05 16:44:03+00:00,"Never ending horrors!!!!
 I can not imagine hell being any worse. 

#EndHighschoolinSawa 
#EndTheNightmare 
#Eritrea
#Refugees 
#Yialk https://t.co/1krCO60Hoh"
1312027397466853376,2020-10-02 13:51:22+00:00,"I am pleased to join with the entire UN family to celebrate the International #NonViolenceDay &amp; #MahatmaGandhi's birthday anniversary.
#LeaveNoOneBehind https://t.co/wPyWW1zwS9"
1305526741482573827,2020-09-14 15:20:05+00:00,Hat Merkel schon vor Monaten einer neuen Flüchtlingswelle zugestimmt? › Jouwatch https://t.co/6oFBquzTq5
1171099080648531969,2019-09-09 16:32:33+00:00,"#Flüchtlingskrise 2015 bis heute - ein fortdauernde #Verfassungsbruch der #GroKo und #Merkel
-
#Asylanten #Asyl #Asylpolitik #Wirtschaftsflüchtlinge #Wirtschaftsmigranten #EU #Flüchtlinge #Asylbetrug #Steuerzahler #Steuer
-
Hier sehen Sie das #VIDEO dazu = http://www.berlinertageszeitung.de/component/yendifvideoshare/video/3610-fluechtlingskrise-2015-bis-heute-quot-ein-fortdauernde-verfassungsbruch-quot.html"
1303834255563337730,2020-09-09 23:14:45+00:00,"#WirHabenPlatz? Ja, wir HABEN Platz.

Flüchtlinge kosten trotzdem (zunächst einmal) Ressourcen. Deshalb ist die Grundidee, dass das alle in der 🇪🇺 gemeinsam stemmen, eigentlich richtig.

Aber wenn sich nach #Moria keiner rührt, muss jemand den Anfang machen! #WirSchaffenDas"
